QM9_index n(H) n(C) n(N) n(O) n(F) RI-CCSD(T)/aug-cc-pVTZ RI-MP2/aug-cc-pVQZ RI-MP2/aug-cc-pVTZ CCSD(T)/aug-cc-pVQZ_additive_scheme E(HF/cc-pVDZ) U0(QM9) zpve(QM9) dE_CCSD(T)/aug-cc-pVQZ_additive_scheme dE_HF/cc-pVDZ dE_QM9 dE_0DNN_ls_onQM9 PML_QC_DFT_correction dE_PML_QC_DFT PML_QC_CCSD_correction dE_PML_QC_CCSD
3658 6 3 4 0 0 -336.507937 -336.602090 -336.425722 -336.684305 -334.868589 -336.819674 0.103635 -2.029734 -1.248827 -2.045911 -2.034381 -0.011684 -2.046065 0.005159 -2.029222
3659 5 3 3 1 0 -356.335980 -356.438263 -356.254441 -356.519802 -354.665974 -356.676972 0.089955 -1.893906 -1.144439 -1.909084 -1.887816 -0.020249 -1.908065 -0.004733 -1.892550
3660 7 4 3 0 0 -320.489022 -320.568281 -320.398932 -320.658371 -318.889819 -320.778723 0.115439 -2.245255 -1.475348 -2.253580 -2.248822 -0.006845 -2.255667 0.003381 -2.245441
3661 6 3 4 0 0 -336.504798 -336.597780 -336.421369 -336.681209 -334.867217 -336.817321 0.103211 -2.026638 -1.247455 -2.043134 -2.033009 -0.012000 -2.045009 0.004166 -2.028844
3662 6 4 2 1 0 -340.317646 -340.404492 -340.227799 -340.494339 -338.691537 -340.636727 0.102298 -2.109898 -1.375293 -2.117998 -2.106590 -0.013519 -2.120109 -0.005188 -2.111778
3663 5 3 3 1 0 -356.338656 -356.439060 -356.254983 -356.522733 -354.670309 -356.682218 0.089469 -1.896837 -1.148774 -1.913844 -1.892152 -0.020032 -1.912184 -0.005135 -1.897287
3664 6 4 2 1 0 -340.339138 -340.432599 -340.255555 -340.516182 -338.712387 -340.654233 0.102811 -2.131742 -1.396144 -2.136017 -2.127441 -0.009931 -2.137371 -0.005197 -2.132637
3665 5 3 3 1 0 -356.362799 -356.470134 -356.285935 -356.546999 -354.698875 -356.699649 0.091261 -1.921103 -1.177340 -1.933067 -1.920718 -0.012700 -1.933417 0.001043 -1.919675
3666 4 3 2 2 0 -376.188576 -376.304524 -376.112765 -376.380335 -374.493322 -376.554863 0.077645 -1.783113 -1.070014 -1.794220 -1.771215 -0.021400 -1.792615 -0.010808 -1.782023
3667 6 4 2 1 0 -340.341445 -340.433758 -340.256335 -340.518868 -338.718671 -340.656722 0.102838 -2.134427 -1.402428 -2.138533 -2.133725 -0.008207 -2.141932 -0.002453 -2.136178
3668 8 5 2 0 0 -304.464356 -304.529846 -304.367952 -304.626251 -302.901365 -304.737418 0.126068 -2.454590 -1.692186 -2.459720 -2.453579 -0.007591 -2.461170 -0.000281 -2.453859
3669 7 5 1 1 0 -324.290953 -324.363980 -324.194741 -324.460192 -322.700101 -324.592116 0.113095 -2.317206 -1.589150 -2.321000 -2.308366 -0.013212 -2.321578 -0.009244 -2.317610
3670 7 4 3 0 0 -320.496224 -320.574643 -320.405311 -320.665557 -318.897892 -320.785748 0.115322 -2.252441 -1.483422 -2.260488 -2.256895 -0.006049 -2.262944 0.005402 -2.251494
3671 6 4 2 1 0 -340.323190 -340.409087 -340.232372 -340.499905 -338.698282 -340.641282 0.102564 -2.115464 -1.382039 -2.122819 -2.113336 -0.011714 -2.125050 -0.003220 -2.116556
3672 6 4 2 1 0 -340.351787 -340.443200 -340.266029 -340.528958 -338.729514 -340.666160 0.102979 -2.144517 -1.413271 -2.148112 -2.144568 -0.005895 -2.150463 0.002701 -2.141867
3673 5 4 1 2 0 -360.177286 -360.276309 -360.091813 -360.361782 -358.528196 -360.520081 0.090286 -2.006016 -1.310180 -2.008895 -1.999300 -0.012396 -2.011697 -0.007518 -2.006819
3674 5 4 3 0 0 -319.252657 nan -319.167191 nan -317.707367 -319.571638 0.091479 nan -1.291454 -2.023081 -2.023486 0.001192 -2.022294 0.015357 -2.008129
3675 5 4 3 0 0 -319.254130 -319.335385 -319.167819 -319.421696 -317.709408 -319.572842 0.091367 -2.008477 -1.293494 -2.024173 -2.025526 0.000472 -2.025054 0.016140 -2.009387
3676 4 3 4 0 0 -335.224394 -335.317735 -335.142881 -335.399247 -333.636332 -335.566430 0.077777 -1.744573 -1.015127 -1.767355 -1.759239 -0.015645 -1.774884 0.008433 -1.750806
3677 8 5 2 0 0 -304.461924 -304.528515 -304.366403 -304.624036 -302.897517 -304.734646 0.126214 -2.452376 -1.688339 -2.457094 -2.449731 -0.008016 -2.457747 -0.001723 -2.451455
3678 7 4 3 0 0 -320.493668 -320.573398 -320.403795 -320.663272 -318.893761 -320.783029 0.115504 -2.250156 -1.479291 -2.257951 -2.252764 -0.006414 -2.259178 0.003582 -2.249182
3679 6 4 2 1 0 -340.348859 -340.441553 -340.264055 -340.526357 -338.725532 -340.663379 0.103164 -2.141916 -1.409289 -2.145516 -2.140586 -0.006678 -2.147264 -0.001048 -2.141633
3680 7 5 1 1 0 -324.286013 -324.359804 -324.190576 -324.455241 -322.693220 -324.586663 0.113283 -2.312256 -1.582268 -2.315735 -2.301485 -0.015741 -2.317226 -0.011747 -2.313232
3681 6 4 2 1 0 -340.318321 -340.405063 -340.228344 -340.495040 -338.691222 -340.635968 0.102779 -2.110599 -1.374978 -2.117720 -2.106275 -0.013792 -2.120067 -0.005136 -2.111411
3682 5 4 1 2 0 -360.172234 -360.272010 -360.087522 -360.356723 -358.521508 -360.514766 0.090540 -2.000956 -1.303491 -2.003834 -1.992612 -0.014387 -2.006999 -0.010244 -2.002856
3683 7 4 3 0 0 -320.510620 -320.587426 -320.418024 -320.680023 -318.919006 -320.804155 0.114656 -2.266907 -1.504535 -2.278229 -2.278009 -0.002984 -2.280993 0.012096 -2.265913
3684 6 4 2 1 0 -340.338655 -340.422989 -340.246193 -340.515452 -338.720230 -340.660106 0.101619 -2.131011 -1.403987 -2.140698 -2.135284 -0.006571 -2.141854 0.004572 -2.130712
3685 6 3 4 0 0 -336.545077 -336.635088 -336.458066 -336.722099 -334.918569 -336.855265 0.104136 -2.067528 -1.298807 -2.082003 -2.084361 -0.000327 -2.084689 0.017301 -2.067061
3686 5 3 3 1 0 -356.373043 -356.470359 -356.286011 -356.557391 -354.721152 -356.712023 0.091110 -1.931495 -1.199617 -1.945290 -1.942994 -0.006525 -1.949519 0.008103 -1.934891
3687 5 3 3 1 0 -356.398146 -356.501251 -356.316509 -356.582888 -354.746798 -356.732861 0.091921 -1.956992 -1.225263 -1.966939 -1.968641 -0.001421 -1.970062 0.014097 -1.954544
3688 4 3 2 2 0 -376.223504 -376.333939 -376.141861 -376.415582 -374.546226 -376.587043 0.078737 -1.818360 -1.122918 -1.827492 -1.824119 -0.007777 -1.831896 0.004542 -1.819578
3689 5 4 3 0 0 -319.254161 -319.335756 -319.168018 -319.421899 -317.709715 -319.573117 0.091389 -2.008680 -1.293802 -2.024470 -2.025833 0.001280 -2.024553 0.017043 -2.008790
3690 4 3 4 0 0 -335.258274 -335.349346 -335.174497 -335.433123 -333.679661 -335.598739 0.078692 -1.778449 -1.058456 -1.800579 -1.802568 -0.002087 -1.804656 0.019916 -1.782652
3691 7 4 3 0 0 -320.501232 -320.577704 -320.408446 -320.670490 -318.907930 -320.795216 0.114286 -2.257374 -1.493460 -2.268920 -2.266934 -0.006210 -2.273144 0.008858 -2.258076
3692 6 4 2 1 0 -340.348503 -340.434989 -340.257754 -340.525738 -338.732499 -340.669862 0.101749 -2.141297 -1.416256 -2.150584 -2.147552 -0.007566 -2.155118 0.003428 -2.144124
3693 5 3 3 1 0 -356.410479 -356.511749 -356.327201 -356.595027 -354.762367 -356.748545 0.091830 -1.969131 -1.240832 -1.982532 -1.984209 0.001125 -1.983084 0.015354 -1.968856
3694 4 3 2 2 0 -376.256772 -376.369151 -376.176954 -376.448969 -374.583609 -376.622509 0.079198 -1.851748 -1.160300 -1.863419 -1.861502 -0.001555 -1.863056 0.009823 -1.851679
3695 7 4 3 0 0 -320.492391 -320.570747 -320.401256 -320.661881 -318.895485 -320.782523 0.115209 -2.248766 -1.481015 -2.257150 -2.254488 -0.005059 -2.259547 0.003961 -2.250527
3696 6 3 4 0 0 -336.543690 -336.633117 -336.456269 -336.720538 -334.919072 -336.853985 0.104074 -2.065967 -1.299310 -2.080661 -2.084864 0.002033 -2.082831 0.017402 -2.067462
3697 6 4 2 1 0 -340.345493 -340.437089 -340.259616 -340.522966 -338.724703 -340.660793 0.102772 -2.138525 -1.408460 -2.142538 -2.139757 -0.005832 -2.145589 -0.001540 -2.141297
3698 5 3 3 1 0 -356.399140 -356.501823 -356.317117 -356.583845 -354.750752 -356.733974 0.091918 -1.957949 -1.229217 -1.968049 -1.972594 0.001376 -1.971218 0.014407 -1.958187
3699 7 4 3 0 0 -320.487387 -320.568308 -320.398712 -320.656983 -318.885191 -320.777491 0.115244 -2.243868 -1.470721 -2.252153 -2.244194 -0.010486 -2.254680 -0.001114 -2.245308
3700 6 4 2 1 0 -340.339175 -340.433110 -340.255566 -340.516719 -338.712175 -340.654465 0.102681 -2.132278 -1.395931 -2.136119 -2.127228 -0.011885 -2.139113 -0.009327 -2.136555
3701 7 4 3 0 0 -320.484929 -320.566070 -320.396592 -320.654407 -318.885520 -320.779994 0.114674 -2.241292 -1.471050 -2.254086 -2.244523 -0.009856 -2.254379 0.003868 -2.240655
3702 6 3 4 0 0 -336.515273 -336.610130 -336.433186 -336.692217 -334.879408 -336.827390 0.103997 -2.037646 -1.259646 -2.053989 -2.045200 -0.009098 -2.054297 0.008574 -2.036625
3703 5 3 3 1 0 -356.368798 -356.476513 -356.291685 -356.553626 -354.709249 -356.705991 0.091585 -1.927730 -1.187714 -1.939733 -1.931091 -0.009771 -1.940862 0.002097 -1.928994
3704 4 3 2 2 0 -376.202735 -376.309055 -376.117521 -376.394269 -374.523524 -376.570141 0.078292 -1.797047 -1.100216 -1.810145 -1.801417 -0.008586 -1.810004 0.003799 -1.797618
3705 4 3 2 2 0 -376.239280 -376.349181 -376.157560 -376.430902 -374.561851 -376.604793 0.078985 -1.833680 -1.138543 -1.845490 -1.839744 -0.005767 -1.845511 0.006320 -1.833425
3706 3 3 1 3 0 -396.084338 -396.205547 -396.006234 -396.283651 -394.382218 -396.477101 0.066413 -1.715105 -1.057137 -1.724781 -1.716162 -0.008233 -1.724395 0.001094 -1.715068
3707 6 4 2 1 0 -340.322821 -340.408777 -340.231943 -340.499654 -338.699359 -340.641866 0.102364 -2.115213 -1.383116 -2.123203 -2.114413 -0.012356 -2.126769 -0.004094 -2.118507
3708 5 3 3 1 0 -356.375776 -356.473127 -356.288793 -356.560110 -354.725623 -356.714706 0.091162 -1.934213 -1.204088 -1.948025 -1.947465 -0.004694 -1.952159 0.010024 -1.937441
3709 6 4 2 1 0 -340.311198 -340.399273 -340.222628 -340.487843 -338.680714 -340.629283 0.102447 -2.103402 -1.364471 -2.110703 -2.095768 -0.016409 -2.112177 -0.009738 -2.105505
3710 6 4 2 1 0 -340.291876 -340.378551 -340.202316 -340.468111 -338.657254 -340.615011 0.101172 -2.083670 -1.341011 -2.095156 -2.072308 -0.024028 -2.096336 -0.011337 -2.083645
3711 5 3 3 1 0 -356.322817 -356.422922 -356.239180 -356.506559 -354.652762 -356.663387 0.090578 -1.880663 -1.131227 -1.896122 -1.874605 -0.022953 -1.897557 -0.005528 -1.880133
3712 8 5 2 0 0 -304.457479 -304.523460 -304.361192 -304.619747 -302.894411 -304.728323 0.127531 -2.448086 -1.685233 -2.452088 -2.446625 -0.006029 -2.452655 -0.000594 -2.447219
3713 7 5 1 1 0 -324.282688 -324.356181 -324.186680 -324.452190 -322.691355 -324.581906 0.114351 -2.309205 -1.580403 -2.312046 -2.299619 -0.013090 -2.312709 -0.012736 -2.312355
3714 7 4 3 0 0 -320.471812 -320.550635 -320.381630 -320.640817 -318.870669 -320.764569 0.115437 -2.227701 -1.456199 -2.239424 -2.229672 -0.009759 -2.239431 0.002205 -2.227467
3715 6 4 2 1 0 -340.302067 -340.388590 -340.212169 -340.478488 -338.669714 -340.623773 0.101805 -2.094047 -1.353471 -2.104551 -2.084768 -0.020479 -2.105247 -0.008340 -2.093108
3716 8 5 2 0 0 -304.454552 -304.521262 -304.358858 -304.616956 -302.890881 -304.725676 0.127511 -2.445296 -1.681702 -2.449421 -2.443095 -0.006233 -2.449328 -0.002689 -2.445784
3717 7 4 3 0 0 -320.472310 -320.551905 -320.382695 -320.641520 -318.870493 -320.764992 0.115359 -2.228404 -1.456023 -2.239769 -2.229496 -0.010142 -2.239639 -0.000481 -2.229977
3718 7 5 1 1 0 -324.277121 -324.351085 -324.181685 -324.446521 -322.684407 -324.576188 0.114370 -2.303535 -1.573455 -2.306347 -2.292671 -0.013463 -2.306135 -0.013992 -2.306663
3719 6 4 2 1 0 -340.299192 -340.386496 -340.209977 -340.475711 -338.664972 -340.620294 0.101698 -2.091270 -1.348729 -2.100965 -2.080026 -0.020472 -2.100497 -0.010383 -2.090409
3720 7 4 3 0 0 -320.502148 -320.579167 -320.409633 -320.671682 -318.909984 -320.793141 0.116214 -2.258567 -1.495513 -2.268773 -2.268987 -0.001521 -2.270508 0.010123 -2.258864
3721 6 4 2 1 0 -340.327904 -340.412392 -340.235518 -340.504778 -338.708604 -340.647224 0.102900 -2.120337 -1.392361 -2.129097 -2.123658 -0.006088 -2.129745 0.005627 -2.118031
3722 8 5 2 0 0 -304.457870 -304.524208 -304.361703 -304.620374 -302.894558 -304.728720 0.127347 -2.448714 -1.685380 -2.452301 -2.446772 -0.006987 -2.453759 -0.001934 -2.448706
3723 7 4 3 0 0 -320.501571 -320.579048 -320.409327 -320.671291 -318.909287 -320.792773 0.116034 -2.258176 -1.494817 -2.268225 -2.268290 -0.002176 -2.270466 0.009852 -2.258439
3724 7 4 3 0 0 -320.478074 -320.558775 -320.389370 -320.647479 -318.878806 -320.770681 0.116027 -2.234363 -1.464336 -2.246126 -2.237809 -0.008102 -2.245911 0.002734 -2.235075
3725 6 3 4 0 0 -336.497806 -336.590187 -336.413728 -336.674265 -334.863456 -336.811524 0.103844 -2.019694 -1.243694 -2.037970 -2.029248 -0.010442 -2.039690 0.007634 -2.021614
3726 7 5 1 1 0 -324.281128 -324.354533 -324.185014 -324.450647 -322.689089 -324.579943 0.114278 -2.307662 -1.578137 -2.310010 -2.297353 -0.013835 -2.311188 -0.014623 -2.311976
3727 6 4 2 1 0 -340.326864 -340.411429 -340.234661 -340.503632 -338.706689 -340.645686 0.102894 -2.119192 -1.390445 -2.127553 -2.121742 -0.007175 -2.128917 0.001748 -2.119994
3728 6 4 2 1 0 -340.283223 -340.369576 -340.193414 -340.459386 -338.648191 -340.604189 0.102220 -2.074945 -1.331948 -2.085382 -2.063245 -0.022299 -2.085544 -0.015750 -2.078994
3729 5 3 3 1 0 -356.307085 -356.405612 -356.222473 -356.490224 -354.634712 -356.649302 0.089852 -1.864327 -1.113177 -1.881311 -1.856554 -0.025367 -1.881921 -0.010047 -1.866601
3730 8 5 2 0 0 -304.452383 -304.519365 -304.356877 -304.614871 -302.889892 -304.724717 0.127378 -2.443211 -1.680714 -2.448329 -2.442106 -0.006159 -2.448265 0.000374 -2.441732
3731 7 4 3 0 0 -320.467514 -320.547002 -320.378087 -320.636428 -318.866328 -320.761312 0.115235 -2.223313 -1.451858 -2.235965 -2.225331 -0.011353 -2.236685 0.001911 -2.223420
3732 7 4 3 0 0 -320.494848 -320.572522 -320.403231 -320.664140 -318.902632 -320.786981 0.116170 -2.251024 -1.488161 -2.262569 -2.261635 -0.003917 -2.265552 0.010459 -2.251176
3733 7 4 3 0 0 -320.480977 -320.557479 -320.388154 -320.650302 -318.887284 -320.774305 0.115435 -2.237187 -1.472814 -2.249158 -2.246287 -0.006917 -2.253204 0.008138 -2.238149
3734 6 3 4 0 0 -336.488032 -336.577903 -336.401979 -336.663956 -334.853831 -336.802659 0.103318 -2.009385 -1.234069 -2.028579 -2.019623 -0.012511 -2.032134 0.009983 -2.009640
3735 7 4 3 0 0 -320.474898 -320.556251 -320.386895 -320.644254 -318.876812 -320.768781 0.115917 -2.231138 -1.462342 -2.244116 -2.235815 -0.009427 -2.245242 0.005010 -2.230805
3736 6 3 4 0 0 -336.494106 -336.586799 -336.410919 -336.669985 -334.860100 -336.808333 0.103868 -2.015414 -1.240338 -2.034803 -2.025892 -0.010380 -2.036271 0.009733 -2.016158
3737 5 2 5 0 0 -352.493704 -352.597805 -352.415245 -352.676263 -350.818806 -352.829520 0.091004 -1.780237 -0.993753 -1.806310 -1.791388 -0.019448 -1.810835 0.010129 -1.781258
3738 8 5 2 0 0 -304.451456 -304.518398 -304.356310 -304.613544 -302.888510 -304.726439 0.126236 -2.441884 -1.679332 -2.448909 -2.440724 -0.009692 -2.450416 -0.004030 -2.444754
3739 7 4 3 0 0 -320.470589 -320.550274 -320.381666 -320.639196 -318.868872 -320.766684 0.114118 -2.226081 -1.454402 -2.240220 -2.227875 -0.013138 -2.241014 0.002213 -2.225662
3740 7 4 3 0 0 -320.476489 -320.558102 -320.388261 -320.646330 -318.876187 -320.769272 0.115351 -2.233215 -1.461717 -2.244041 -2.235190 -0.010375 -2.245565 -0.000946 -2.236136
3741 6 3 4 0 0 -336.500135 -336.594554 -336.418203 -336.676486 -334.861492 -336.813559 0.103619 -2.021915 -1.241730 -2.039780 -2.027284 -0.012380 -2.039664 0.005827 -2.021457
3742 6 4 2 1 0 -340.328829 -340.423352 -340.245757 -340.506424 -338.703500 -340.646339 0.102836 -2.121983 -1.387256 -2.128148 -2.118553 -0.010014 -2.128567 -0.004483 -2.123036
3743 5 3 3 1 0 -356.355083 -356.462635 -356.278464 -356.539254 -354.691797 -356.693135 0.091379 -1.913358 -1.170262 -1.926671 -1.913640 -0.013840 -1.927480 0.001181 -1.912459
3744 8 5 2 0 0 -304.455049 -304.521596 -304.359416 -304.617229 -302.892620 -304.729640 0.126086 -2.445569 -1.683442 -2.451960 -2.444834 -0.007754 -2.452588 -0.000641 -2.445476
3745 7 4 3 0 0 -320.486842 -320.566325 -320.396766 -320.656401 -318.889011 -320.777849 0.115600 -2.243285 -1.474541 -2.252867 -2.248015 -0.007342 -2.255357 0.003186 -2.244829
3746 6 4 2 1 0 -340.342204 -340.434668 -340.257250 -340.519622 -338.720359 -340.657975 0.103371 -2.135181 -1.404116 -2.140319 -2.135413 -0.008949 -2.144362 -0.002897 -2.138310
3747 7 4 3 0 0 -320.499713 -320.577236 -320.407936 -320.669012 -318.908139 -320.794248 0.114983 -2.255897 -1.493669 -2.268649 -2.267143 -0.002778 -2.269921 0.011514 -2.255628
3748 6 3 4 0 0 -336.534214 -336.624767 -336.447985 -336.710996 -334.907596 -336.845442 0.104548 -2.056425 -1.287834 -2.072592 -2.073388 -0.001705 -2.075094 0.016798 -2.056591
3749 5 3 3 1 0 -356.387348 -356.491051 -356.306502 -356.571897 -354.735907 -356.723059 0.092289 -1.946001 -1.214372 -1.957505 -1.957750 -0.001578 -1.959328 0.012451 -1.945299
3750 5 3 3 1 0 -356.397223 -356.498124 -356.313812 -356.581535 -354.747947 -356.736238 0.092206 -1.955639 -1.226412 -1.970601 -1.969790 -0.002466 -1.972256 0.014074 -1.955716
3751 5 3 3 1 0 -356.343668 -356.438512 -356.255020 -356.527161 -354.687168 -356.684693 0.090913 -1.901264 -1.165633 -1.917763 -1.909010 -0.009397 -1.918407 0.005488 -1.903522
3752 4 3 2 2 0 -376.224595 -376.333960 -376.142575 -376.415980 -374.546101 -376.591176 0.079273 -1.818758 -1.122792 -1.832161 -1.823994 -0.007520 -1.831513 0.006292 -1.817702
3753 7 4 3 0 0 -320.477036 -320.558485 -320.389153 -320.646368 -318.879076 -320.773768 0.114649 -2.233252 -1.464606 -2.247835 -2.238079 -0.011803 -2.249882 0.003122 -2.234957
3754 6 3 4 0 0 -336.507229 -336.602373 -336.425509 -336.684093 -334.873155 -336.821088 0.104073 -2.029522 -1.253393 -2.047763 -2.038947 -0.012671 -2.051618 0.006351 -2.032596
3755 5 3 3 1 0 -356.361051 -356.468947 -356.284329 -356.545670 -354.702694 -356.699504 0.091782 -1.919773 -1.181159 -1.933443 -1.924536 -0.013065 -1.937601 0.001448 -1.923089
3756 8 5 2 0 0 -304.455415 -304.521576 -304.359905 -304.617085 -302.891237 -304.728655 0.126405 -2.445425 -1.682058 -2.451294 -2.443451 -0.011027 -2.454478 -0.001795 -2.445246
3757 7 4 3 0 0 -320.483897 -320.562967 -320.393721 -320.653143 -318.885815 -320.774349 0.115625 -2.240028 -1.471345 -2.249392 -2.244818 -0.008613 -2.253431 0.003002 -2.241817
3758 6 4 2 1 0 -340.336466 -340.428667 -340.251309 -340.513825 -338.715121 -340.652570 0.103009 -2.129384 -1.398878 -2.134552 -2.130174 -0.008479 -2.138653 -0.001733 -2.131907
3759 7 4 3 0 0 -320.500296 -320.577150 -320.408385 -320.669060 -318.907276 -320.793580 0.115018 -2.255945 -1.492805 -2.268016 -2.266279 -0.003833 -2.270112 0.012349 -2.253929
3760 6 3 4 0 0 -336.533403 -336.622988 -336.446691 -336.709701 -334.907296 -336.843788 0.104522 -2.055130 -1.287534 -2.070912 -2.073088 -0.000403 -2.073491 0.017941 -2.055147
3761 5 3 3 1 0 -356.389007 -356.491556 -356.307464 -356.573098 -354.739724 -356.724118 0.092242 -1.947202 -1.218189 -1.958517 -1.961567 -0.000777 -1.962344 0.013046 -1.948520
3762 5 3 3 1 0 -356.398919 -356.500169 -356.315813 -356.583275 -354.749802 -356.737615 0.092139 -1.957379 -1.228267 -1.971911 -1.971644 -0.003090 -1.974734 0.011304 -1.960340
3763 5 3 3 1 0 -356.359311 -356.456668 -356.272705 -356.543274 -354.706642 -356.700248 0.091052 -1.917378 -1.185107 -1.933457 -1.928485 -0.005813 -1.934298 0.009646 -1.918838
3764 4 3 2 2 0 -376.243306 -376.355226 -376.163389 -376.435143 -374.568921 -376.609234 0.079569 -1.837921 -1.145612 -1.850515 -1.846814 -0.004839 -1.851653 0.006448 -1.840365
3765 6 3 4 0 0 -336.499091 -336.591934 -336.415974 -336.675052 -334.865569 -336.816043 0.102635 -2.020481 -1.245807 -2.041280 -2.031361 -0.013441 -2.044802 0.010052 -2.021309
3766 5 2 5 0 0 -352.532368 -352.638544 -352.455182 -352.715730 -350.862781 -352.866322 0.092268 -1.819704 -1.037727 -1.844376 -1.835362 -0.012654 -1.848016 0.013860 -1.821502
3767 4 2 4 1 0 -372.384027 -372.503322 -372.312175 -372.575175 -370.689634 -372.742383 0.080042 -1.707823 -0.962807 -1.727766 -1.718266 -0.011279 -1.729545 0.008862 -1.709404
3768 7 4 3 0 0 -320.471349 -320.550485 -320.382132 -320.639702 -318.869182 -320.766344 0.114432 -2.226586 -1.454712 -2.240194 -2.228185 -0.015392 -2.243577 0.000692 -2.227493
3769 6 3 4 0 0 -336.498201 -336.590529 -336.414545 -336.674185 -334.861484 -336.811099 0.103569 -2.019614 -1.241722 -2.037270 -2.027276 -0.013349 -2.040625 0.007174 -2.020103
3770 5 3 3 1 0 -356.349485 -356.454805 -356.270881 -356.533409 -354.688929 -356.687774 0.091046 -1.907513 -1.167394 -1.920977 -1.910771 -0.014982 -1.925754 -0.000311 -1.911083
3771 5 2 5 0 0 -352.509396 -352.608294 -352.425253 -352.692437 -350.838860 -352.845678 0.091175 -1.796410 -1.013806 -1.822639 -1.811441 -0.014343 -1.825784 0.011924 -1.799517
3772 4 2 4 1 0 -372.393962 -372.507123 -372.316167 -372.584918 -370.703178 -372.755216 0.079764 -1.717566 -0.976352 -1.740321 -1.731810 -0.010829 -1.742639 0.013598 -1.718212
3773 4 2 4 1 0 -372.344264 -372.451210 -372.261016 -372.534458 -370.644819 -372.708066 0.078280 -1.667107 -0.917993 -1.691687 -1.673451 -0.018859 -1.692310 0.008572 -1.664879
3774 3 2 3 2 0 -392.224056 -392.345553 -392.147467 -392.422142 -390.502915 -392.612820 0.066640 -1.583465 -0.874315 -1.604356 -1.587597 -0.016681 -1.604278 0.004828 -1.582769
3775 5 3 3 1 0 -356.333875 -356.429337 -356.245072 -356.518140 -354.678589 -356.677429 0.090384 -1.892244 -1.157054 -1.909970 -1.900432 -0.007259 -1.907691 0.010449 -1.889983
3776 5 2 5 0 0 -352.497927 -352.596763 -352.412904 -352.681787 -350.829279 -352.836930 0.090664 -1.785760 -1.004225 -1.813380 -1.801860 -0.011553 -1.813413 0.016701 -1.785160
3777 4 3 2 2 0 -376.176883 -376.283167 -376.091160 -376.368890 -374.497508 -376.547304 0.078092 -1.771668 -1.074200 -1.787108 -1.775401 -0.011004 -1.786405 0.004685 -1.770717
3778 3 2 3 2 0 -392.158883 -392.275566 -392.076844 -392.357606 -390.432253 -392.552088 0.065178 -1.518929 -0.803653 -1.542162 -1.516935 -0.023083 -1.540018 -0.001053 -1.517988
3779 7 4 3 0 0 -320.475342 -320.553761 -320.383681 -320.645422 -318.879980 -320.767103 0.116100 -2.232307 -1.465509 -2.242621 -2.238983 -0.006645 -2.245628 0.006398 -2.232585
